SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Bigram_Lprob1	Trigram_Lprob1	Average_TER1	Bigram_Lprob2	Trigram_Lprob2	Average_TER2	Bigram_Lprob3	Trigram_Lprob3	Average_TER3	Bigram_Lprob4	Trigram_Lprob4	Average_TER4	
bbc_urd_20090102.0020__1	فرانس کی تجویز کی حمایت	defending the thinking of France.	Supporting the French proposal	France suggestion was appriciatable.	France has supported the proposal.	14.9893	15.6105	0.770833333333	13.9107	14.1849	0.666666666667	53.1976	53.5665	0.6875	12.6573	11.9542	0.720833333333
dew_urd_20090119.0007__11	دھشت گردی سے متعلقہ امور پر نظر رکھنے والے ممتاز ماہر میخائیل LÜDERS،  اس پیغام کے حوالے سے کہتے ہیں: ’’ کابل میں حال ہی میں جرمن سفارت خانے کے باہر ہونے والا خود کش حملہ اس بات کا ثبوت ہے کہ ہم ہر حالت میں اسے سنجیدگی سے لیں۔	A distinguished and expert in terrorism matters Mijail Luder said about this message that the situation in Kabul is that the self attack outside of German ambassador house prove that we should take it serious.	having a critical eye on terrorism related issues, the famous expert Mikhail Luders says regarding this message: "the recent suicide attack on the German embassy in Kabul is a proof of the fact that we should take it seriously in any case.	Mikhael Luders, who keeps a close watch on the activities related to terrorism, says in relation to this message :" The suicide bombing outside German consulate recently has proved that we should take it seriously in every condition.	The Leader for Affairs Mikhail Fradkov has expressed his scare on terrorism in his message saying: 'The German Embassy in Kabul, may have a threat for suicide attack'.	169.899	171.91	0.641905429774	147.218	144.649	0.742223502304	215.833	210.626	0.701466806919	164.545	165.995	0.6608436853
dew_urd_20090119.0007__12	گزشتہ چند برس سے  القائدہ انٹرنیٹ پر ویڈیو پیغامات جاری کر رہا ہے اور ایسے پیغامات کے بعد حملے بھی ہوئے ہیں۔	From last some years Alqaida has been showing such messages and after it some attacks was under taken.	for the past few years Al-Qaida has been issuing video messages on internet and there have been attacks as well after such messages.	For the last few years, AL-Qaeda has been distributing messages over the internet and there have been attacks after such messages.	The United States has recieved many such messages during the last few years on the Internet.	93.077	95.1379	0.571584612106	66.5954	66.5832	0.626497509759	60.424	58.1308	0.564692982456	72.6323	69.5641	0.569198131198
dew_urd_20090119.0007__13	ہفتہ کو، کابل میں جرمن سفارت خانے کے باہر ہونے والے خود کش حملے کی ذمہ داری عسکری تنظیم طالبان نے لی ہے۔	On Saturday,the militant organisation, Taliban took responsibility for the suicide attacks that took place outside the German embassy.	The responsibility of suicide bomb attack outside the German Embassy in Kabul has been accepted by the armed organization called Taliban's.	The responsibility for the terrorist attack outside the German Embassy at the weekend was taken by the militant group, the Taliban.	On Saturday, there was a suicide attack outside the German embassy in Kabul and the Taliban military organization owned the responsibility for it.	85.6359	84.6494	0.560691699605	88.8822	88.0156	0.527213438735	49.1236	48.9467	0.532272727273	60.2678	60.3803	0.570652173913
dew_urd_20090119.0007__14	بیشتر جرمن اخبارات اور مبصرین اس حملے کو القائدہ پیغام سے جوڑ کر دیکھ رہے ہیں۔	Many German newspapers and thinkers are looking at this attack in connection with the Al-Qaidah message.	Most of the German magazines were associating these attacks with Al Qaeda.	Most German papers and analyzers are linking this attack with the message of Al Qaeda.	Most of the German newspapers and observers expressed the message about the chances of attack over the United States.	80.8304	81.6229	0.632211538462	39.0462	38.2536	0.564338235294	82.3867	84.0463	0.533597285068	46.4798	47.8378	0.727799773756
dew_urd_20090119.0007__15	’’وہ جرمنی کو ہدف بنا رہے ہیں۔	"They are targeting Germany"	They are targeting Germany	"They are targeting Germany.	Germany could be a target.	55.1501	55.4256	0.416666666667	15.1097	15.379	0.416666666667	18.5635	18.839	0.375	14.7759	15.139	0.833333333333
dew_urd_20090119.0007__16	بنیاد پرست مسلمان، جرمنی کی افغان پالیسی کو منفی اورتنقیدی نظر سے دیکھتے ہیں۔	Fundamentalist Muslims are viewing the German Afghan policy in a negative and critical manner.	The fundamentalist Muslims are seeing German Afghan policy as negative and discriminatory.	Muslim hard liners see the Germans Afghan policy in a negative and questionable light.	Fundamentalist Muslims have a negative look over the the Afghan policy of Germany.	48.4294	48.9423	0.449084249084	42.7482	43.9741	0.514285714286	49.3726	49.7207	0.52326007326	41.1823	41.3613	0.597435897436
dew_urd_20090119.0007__17	وہ جرمن حکومت پر نہ صرف افغانستان بلکہ مشرق وسطیٰ میں بھی متعصبانہ پالیسی اپنانے کا الزام لگاتے ہیں۔	They accuse the German government of following an extremist policy, not only in Afghanistan, but also in the Middle East.	They are blaming Germany for keeping discriminatory policies not only in Afghanistan but in the Middle East also	They blame the German government of adopting biased policies not just towards Afghanistan but the Middle East also.	The German government does not have a biased policy over Pakistan alone but also over the Middle East countries too.	45.3668	43.7611	0.527673350042	51.9296	51.5584	0.488422142312	54.3044	55.3943	0.450914423741	49.0402	50.0907	0.618262140859
dew_urd_20090119.0007__18	اور اس وجہ سے  وہ جرمنی کو زیادہ سے زیادہ اپنا ہدف سمجھ رہے ہیں۔	Because of this, they are considering German as their target, more and more.	And because of this they are considering Germany their target evenmore.	And it is for this reason that they are increasingly finding Germany as their enemy.	This is the reason for Germany being in the target.	38.8233	35.5315	0.724431818182	69.4733	69.307	0.524147727273	34.9802	30.3927	0.722537878788	22.783	21.8961	0.630208333333
dew_urd_20090119.0007__19	دریں اثناء جرمن حکومت کا کہنا ہے کہ اس ویڈیو کے منظر عام پر آنے سے  پہلے ہی جرمن خفیہ ادارے کو اس کے بارے میں علم تھا۔	In the meantime, the German government claims that the German secret agencies had knowledge about this video, even before it came to light.	In the mean time, the German Government says that the German intelligence agencies already knew about this video before it came into the lime light.	Besides this the German Government stated that even before the video came out publically the German undercover agencies knew about it.	Meanwhile, the German government has said that the public video has already been sent to the knowledge of German intelligence agencies.	60.4968	56.994	0.555775142732	64.8612	62.8958	0.53830951657	100.905	102.325	0.554626532887	48.974	48.9011	0.56351981352
dew_urd_20090119.0007__20	جرمن  وفاقی انسداد جرائم کا ادارہ  اس ویڈیو پیغام کی جانچ  میں مصروف ہے۔	The German joint crime control organisation is busy studying the video.	The German department for the elimination of crimes is busy in analyzing this video.	The German federal anti crime organization was occupied in investigating the contents of the video.	The German Federal Anti-crime organization is checking this video.	42.7676	42.8529	0.48125	79.8701	79.7934	0.6	50.5796	50.5281	0.683333333333	39.777	39.5217	0.467708333333
dew_urd_20090120.0008__1	اوبامانے  امریکی صدارت کا عہدہ سنبھال لیا۔	Obama has taken the position of American presidency.	Obama has taken charge of the American presidency.	Obama took office as the President of America.	The president of America Obama, to take charge	59.2321	59.0676	0.472222222222	57.7906	58.4273	0.472222222222	57.0053	57.5042	0.555555555556	56.2479	57.3161	0.722222222222
dew_urd_20090120.0008__2	اس تناظر میں امریکی عوام تو ایک طرف، پوری دُنیا ہی اوباما سے مختلف توقعات وابستہ کئے ہوئے ہے۔	In this setup, let alone the American public, the whole world has different hopes about Obama.	In this perspective, keeping the American people aside, all the world has developed various expectations for Obama.	In this crisis the American people are on one side while the rest of the world is expecting different things form Obama.	On the background, The Americans are rather a different people in the world	117.6	117.652	0.604114906832	85.6099	85.3818	0.622221314155	91.5949	89.6388	0.754511278195	30.1186	30.4494	0.653575514874
dew_urd_20090120.0008__3	اب جبکہ باراک اوباما کو امریکہ کا صدر بننے پردُنیا بھر سے مبارکباد کے پیغامات موصول ہو رہے ہیں تو ان سے جڑی توقعات بھی سامنے آ رہی ہیں۔	Now that Barack Obama is receiving congratulatory messages from around the world on becoming president, the expectations from him are also becoming clear.	as Barak Obama is receiving Congrutulation from all over the world for the presidency of United States of America, people are expecting more from him	Now when Barack Obama is receiving greetings from all over the world on becoming the president of America, the expectations from him are also rising.	Obama, becoming the president of United States of America, received messages of congratulations. And is now in the range of expectation.	146.271	145.49	0.534515669516	138.658	137.68	0.568148148148	145.656	147.122	0.473846153846	97.3254	96.1656	0.645626780627
dew_urd_20090120.0008__4	اس حوالے سے جرمن چانسلر انگیلا میرکل نے نئے امریکی صدر پر اعتماد کا اظہار کیا ہے۔	In these regards, German Chancellor, Angela Merchel also expressed reliance on the new American President.	German Chancellor Angela Miracle expressed her confidence on the new president of USA.	in this reference, the German Chancellor Angela Merckle has expressed confidence in the American president.	The German Chancellor, Angela Merkel , expressed his confidence on the new American president.	86.0915	86.6757	0.516675420168	46.0405	46.7669	0.468137254902	80.5145	80.789	0.523313492063	47.793	47.5779	0.414915966387
dew_urd_20090120.0008__5	"مجھے اس بات کا یقین ہے کہ وفاقی جمہوریہ جرمنی اور ریاست ہائے متحدہ امریکہ کے درمیان گہری دوستی اور شراکت کی بنیاد پر ہم درپیش مسائل کو حل کر سکتے ہیں۔	"I believe that the Joint Republic of Germany and the United States of America will be able to get together on the basis of strong relationships and partnership, to solve the problems facing us".	i am sure that Germany and United State of America will cooperate with each other on the basis of friendship to solve common problems.	"I am sure that based on the friendship between Federal Republic of Germany and the United States of America, we can resolve all the issues faced.	I belive that the Federal Republic of Germany and Persian relationship with the United Stated would solve many problems.	73.6114	64.7841	0.791637931034	50.2777	48.4538	0.565970961887	56.293	49.3988	0.638552631579	86.2915	84.9998	0.521424682396
dew_urd_20090120.0008__6	روسی وزیر اعظم ولادی میر پیوٹن کا کہنا ہے کہ اوباما ایک سنجیدہ اور کھلے دل کے مالک دکھائی دیتے ہیں اور یہ یقنینی طور پر اچھی بات ہے۔	Russian Prime Minister Vladimir Putin said that Obama seems a serious and open hearted person, and this is definitely something good.	Russian Prime Minister Putin said that Obama is a serious and open hearted man and that is a good quality.	Russian prime minister Viladimir Putin has said that Obama appears to a serious and open hearted man this is really a good news.	Russian Prime minister Mir Putin said that this serious and opn heart is a good thing	130.064	129.879	0.438988095238	119.817	119.938	0.378623188406	169.207	170.322	0.468232401656	84.4863	84.9906	0.440864389234
dew_urd_20090120.0008__7	یوں تو سابق امریکی صدر جارج ڈبلیو بش کی پالیسیوں کو تنقید کا سامنا رہا ہے۔	As such, the previous American president's policies were subject to criticism.	previously he criticize Bush policies.	although the policies of former American president George W. Bush have been facing criticism.	The policies of the former American president, George W. Bush faced criticism.	30.3768	29.9561	0.854166666667	58.7061	58.8219	0.649702380952	34.8577	34.3852	0.897619047619	31.2218	27.5724	0.813988095238
dew_urd_20090120.0008__8	تاہم ان کی انتظامیہ کو چین کو بین الاقوامی سطح پر زیادہ تعمیری کردار ادا کرنے کی تحریک دینے کے لئے ضرور سراہا جاتا ہے جبکہ نئے امریکی صدر کے بارے میں چین نے کہا ہے کہ انہیں دونوں ملکوں کے درمیان مضبوط عسکری تعلقات کے لئے کام کرنا ہو گا۔	However, his government is definitely credited with arousing China into playing a more constructive role on the international level, whereas, with regards to the new president, China has said that he will have to work for strong military ties between the countries.	but his administration is appreciated to be cooperative with china for constructive work. the new president of USA will work for new military and strategic relation among both countries.	however, his regime is appreciated for promoting China to play a more constructive role internationally whereas China has said about the new American president that he will have to work for stronger military relations between both countries.	The Administration of the international level China praised the constructive role on the movement since, the American President said that the two countries have to strengthen the millitary relations to work together.	111.938	106.295	0.69582299421	85.6311	84.5798	0.605179551362	92.1093	87.268	0.553317655133	113.23	113.715	0.631223272267
dew_urd_20090120.0008__9	جرمن شہر بوخُم میں سرگرم چینی ماہر سیاسیات گُوسُوئے وُو کہتے ہیں:	Expert on Chinese politics, who is active in Bokhum, Germany, Gosuwe Hu, says:	according to German expert in politics gosvi	Active in German city of Bochum, Chinese political expert Kusuay Wu says:	Yak says that the German expert is active in city politics	160.088	159.908	1.21590909091	59.6728	60.5469	0.632215007215	156.742	157.02	0.932359307359	74.5667	74.2458	0.72619047619
dew_urd_20090120.0008__10	"اس تناظر میں مجھے یقین ہے کہ آنے والے ہفتوں اور مہینوں میں اوباما اور ان کی اقتصادی ٹیم زبردست دباؤ ڈالیں گے اور بیجنگ حکومت کو چینی کرنسی کے لئے ایک لچکدار اور مارکیٹ سے مطابقت رکھنے والی شرح تبادلہ اختیار کرنے پر مجبور کریں گے۔	From this viewpoint, I am certain that Obama and his economic team will, within the coming weeks and months, pressurize the Beijing government into pegging the Chinese currency to a stable and market representing exchange rate.	i am sure that Obama will put economical pressure on Beijing to put standard measure for the china currency to collobrate with other currencies in market.	"in this reference, I am sure that in coming weeks and months, Obama and his team of economists will put immense pressure on China to have a more flexible and competitive to market exchange rate for the Chinese currency.	With this, I believe that the coming weeks and months will have strong pressure from economic team to entail Beijing government of China to have better rate of exchange	179.252	172.402	0.669164513351	148.946	150.101	0.613565891473	136.784	129.973	0.693287037037	72.2351	65.8362	0.61793712317
dew_urd_20090120.0008__11	سابق امریکی انتظامیہ نے بھارت کے ساتھ بھی تعلقات کو مزید بنایا ہے۔	The previous American government also increased ties with India.	previous American administration made good relation with India.	former American regime has also improved on relations with India.	The relationship of India and Former US administration will be better	27.1651	27.8371	0.525252525253	28.3783	28.9418	0.534090909091	31.0634	30.4545	0.619444444444	26.544	28.4065	0.805555555556
dew_urd_20090120.0008__12	اوباما ان تعلقات کو کہاں لے جاسکتے ہیں،اس کے بارے میں نئی دہلی میں امریکی علوم کے پروفیسر کرسٹوفر راج کہتے ہیں: "اب ہم اسٹریٹیجک پارٹنر شپ میں زیادہ قریب آ چکے ہیں لیکن اوباما راتوں رات تو کوئی بھی تبدیلی نہیں لا سکتے۔	About where Obama might take those ties, Professor Christopher Raj, expert on American sciences in New Delhi, says that we are now closer to a strategic partnership, but Obama cannot make any change overnight.	Obama will further strengthen the relations but according to proffesor Christopher, Obama cant bring changes in one night.	how far Obama can take these relations, Christopher Raj, Professor of American Studies in New Delhi says on this: "now we have come closer in strategic partnership, however, Obama can not bring an overnight change.	American studies professor in New Delhi, Raj said that we are in a strategic patnership as long as one nigh does not bring a change	183.791	183.04	0.865934065934	238.936	240.159	0.678571428571	188.523	189.788	0.952884615385	142.107	140.29	0.719551282051
dew_urd_20090120.0008__13	پوپ بینیڈکٹ نے بھی اوباما کے نام پیغام میں دُنیا میں امن و تعاون کی فضا کو فروغ دینے پر زور دیا ہے۔	pope Benedict also send a message to spared wind of thrive in World emphasize peace and Collaboration to Obama.	In his message to Obama Pope Benedict has stressed on Peace and co-operation in the world.	In a message sent to Obama by Pope Benedict, he also stressed upon the need to create an environment of peace and mutual help in the world.	Pope Benedict also gave a message in the name of peace to the world in the atmosphere of cooperation and stressed on developing.	142.918	141.955	0.582995267072	116.922	117.297	0.534051724138	137.419	134.568	0.74375	94.5676	94.5461	0.645740365112
dew_urd_20090131.0002__1	عراق میں صوبائی انتخابات	Iraq provisional Elections.	Provincial elections in Iraq.	State elections in Israel	n/a	14.3912	14.7627	0.783333333333	12.7612	12.8542	0.854166666667	15.1282	13.6177	0.733333333333	42.7141	42.7141	0.75
dew_urd_20090131.0002__2	سال 2005کے بعد اس جنگ زدہ ملک میں یہ پہلے اہم انتخابات ہیں۔	after 2005 this war effected country first important election.	After 2005 these are the first elections in war stricken country.	This is the first important election in this war ridden country since 2005.	n/a	34.7766	35.7517	1.16369047619	31.0023	30.3116	1.41071428571	38.1894	38.0993	1.55416666667	42.7141	42.7141	0.75
dew_urd_20090131.0002__3	صوبائی انتخابات میں 440نشستوں کے لیے 14,400سے زائد امیدوارمیدان میں اترے ہیں۔	for provisional election 14,400 Representative come in ground for 440 seats.	For 440 seats in provincial elections there are 14400 candidates.	For the state elections, more than 14,400 contestants have entered the arena for 440 seats.	n/a	83.4929	84.4519	1.40374331551	73.7196	75.7714	1.31617647059	122.3	119.557	1.96212121212	42.7141	42.7141	0.75
dew_urd_20090131.0002__4	انتخابات کے دوران امن و امان کی صورتحال کو برقرار رکھنے کے لیے آٹھ لاکھ پولیس اور فوجی عراق میں تعینات کیے گئے ہیں۔	to maintain peace and stability during election 8 lack police and solders deploy in Iraq.	To keep peace during elections 8 hundred thousand Police and Soldiers have been deployed in Iraq.	To maintain peace and safety during the elections, 800,000 police and soldiers were posted in Iraq.	n/a	52.4996	49.9841	1.63480392157	48.1852	50.0484	1.77083333333	80.2864	80.0524	1.81709558824	42.7141	42.7141	0.75
dew_urd_20090131.0002__5	اس خطرے کے پیش نظر کہ ایسے اہم دن کوئی دھماکہ یا کوئی اور دھشت گردانہ حملے نہ ہو جائے عراق کی تمام سرحدیں  ایک روز قبل ہی یعنی جمعہ کو سیل کر دی گئی تھیں۔	due to this danger that any explosion or any terrorist attack on this important day Iraq all boundaries sealed before one day it means from Friday.	The borders of Iraq were sealed one day ago i.e. Friday considering the threat that a bomb attach or terror attack can happen on such an important day	Fearing that some bomb blast or terrorist attack might take place on this important day, all the borders of Iraq were sealed one day in advance, i.e. on Friday.	n/a	79.645	80.4965	2.66244239631	92.0937	90.2587	2.95423280423	85.9119	84.9115	3.34169653524	42.7141	42.7141	0.741935483871
dew_urd_20090131.0002__6	علاوہ ازیں ہوائی اڈے  بند کر دئیے گئے ہیں اور پبلک ٹرانسپورٹ پر پابندی لگا دی گئی ہے۔	and more over closed Airports and public transportation not allowed.	A part from theis Airports were closed and public transport was forbidden.	Apart from this, the airport was closed and restrictions were placed on public trasnsport.	n/a	36.3915	38.0748	1.30849358974	76.5084	78.0141	1.49100378788	72.6287	73.5136	1.90151515152	42.7141	42.7141	0.75
dew_urd_20090131.0002__7	اطلاعات کے مطابق، ٹرانسپورٹ پر پابندی کے باعث بغدادکی سڑکوں پر ٹریفک نظر نہیں آرہی اور عراقی بچے سڑکوں پر فٹ بال کھیلتے نظر آرہے ہیں۔	according to the sources, due to transportation on the street of Baghdad there were no traffic seen and Iraqi children playing football on the street.	According to the news, due to disallowed traffic the roads of Iraq have been deserted and Iraqi children can be seen playing football on roads.	According to reports, due to the restrictions on public transport, there was no traffic on the roads of Baghdad, and children were seen playing football on the roads.	n/a	74.6489	73.6221	2.52170138889	107.515	107.317	2.53732638889	72.4775	69.2114	3.0	42.7141	42.7141	0.75
dew_urd_20090131.0002__8	حالیہ عراقی انتخابات کے دوران سیکیورٹی صورتحال سے ایک جانب تو اس بات کا اندازہ ہوگا کہ سال 2011 میں امریکی فوجی دستوں کی عراق سے واپسی کے بعد مقامی سیکیوریٹی ایجنسیاں ملک کی باگ ڈور سنھبال پائیں گی یا نہیں تو دوسری طرف سیاسی تجزیہ نگار اسے ایک تجربے  کے طور پربھی  لے رہے ہیں جس سے اندازہ لگایا جاسکےگا کہ عراقی عوام جمہوری طریقے سے ملک میں تبدیلی لانے کے لئے کس حد تک آمادہ ہیں۔	during situation of present Iraqi election on the one side will predict this thing that in 2011 when American solders troops go back from Iraq so than either national security agencies able to control county or not and on the other side political analyst look this as one analytic which can predict that how much Iraqi people our agree to democratic change.	The security situation during recent elections will help in analyzing that after American withdrawal in 2011 whether the local security organizations will be able handle the country or not. On the other hand political analysts is watching this as an experiment with which it can assessed that how much Iraqi people are ready to bring change in the country through democratic way.	During the present Iraqi elections, the security arrangements will tell, on one hand whether or not the local security agencies will be able to take over the country after the return of the American forces from Iraq in 2011, and on the other hand, political analysts are using this as a test as to what extent the public is prepared to bring change to the country in democratic ways.	n/a	231.155	232.598	5.63450168919	237.887	237.18	5.70345345345	165.26	158.244	6.50868055556	42.7141	42.7141	0.75
dew_urd_20090131.0002__9	اقوام متحدہ کی مدد سےعراق میں صوبائی انتخابات منعقد کرائے جارہے ہیں اور تقریباً آٹھ سو بین الاقوامی مبصرین انتخابی عمل کا جائزہ لے رہے ہیں۔	with the help of United Nations starting provisional election in Iraq and almost 800 international observer investigate this election.	Provincial elections are being held in Iraq With the help of United Nations and approximate 800 international correspondents will monitor the elections.	The state elections are being held with help from the United Nations and almost 800 international supervisors are overlooking the elections.	n/a	59.1982	57.1628	1.98978919631	62.5394	59.9128	2.21666666667	54.1659	52.5158	2.15289855072	42.7141	42.7141	0.75
mhr_urd_20090107.0007__1	یوم عاشور آج پورے ایران میں یوم عاشور اورسید الشہداء حضرت امام حسین (ع) کی عظیم قربانی کی یاد عزت و احترام سے منائی گئی	Yaom-e-Ashora:The day of Aashora and the great sacrifice of Hazrat Imam Hussain was celebrated with respect in Iran today.	Today, the Day of Aashura was celebrated throughout Iran in remembrance, respect and honor of the great sacrifice of the chief of all martyrs, Imam Hussain.	Today is celebrated as Ashoora day all over Iran with high reverence and piety and with the remembrance of the Leader of martyrs Imam Hazrat Husaian.	Youm e Ashura; Youm e Ashura was observed with reverence and fervor in the whole of Iran commemorating the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS).	209.375	210.975	0.574641577061	196.501	196.927	0.6472520908	269.205	270.914	0.649608993157	459.753	460.966	0.683585858586
mhr_urd_20090107.0007__2	مہر خبررساں ایجنسی کی رپورٹ کے مطابق ایران کے دارالحکومت تہران سمیت تمام چھوٹے بڑے شہروں میں سید الشہداء حضرت امام حسین (ع) کی عزاداری بڑی عقیدت و احترام کے ساتھ منائی گئی اس موقع پر مؤمنین نے مجالس عزا اور جلوسوں میں بڑی تعداد میں شرکت کی اور نبی مکرم (ص) کو ان کے اہلبیت (ع)کی شہادت کی مناسبت سے تعزیت پیش کی آج پورا ایران فرزند نبی مکرم (ص) حضرت امام حسین (ع) کی کربلا کے میدان میں عظیم الشان قربانی کی یاد میں عزادار و سوگوار ہے مؤمنین نےسید الشہداء حضرت امام حسین (ع)کی کربلا کے میدان میں بے مثال قربانی کی یاد تازہ کی اور بڑے پیمانے پر عزاداری کی مجالس اور جلوسوں میں شرکت کی۔	According to an export news reporter contained capital of Iran Tahran in all small and big cities the day of Syed-u-shuhada was celebrated with respect and at this event a large number of Shea participated in majalis-e-uzza and gatherings in large numbers and said excuse to nabi pak sallalaho alaehe wassallam at the event of his son shadat.And the hole day was spent by Shea to this event of Syedushuhada in giving his life for Islam and it was renewed and participated in gatherings at large level.	According to Mehr news agency, All small and large cities including the capital city of Tehran witnessed the celebration of this day in the respect of the chief of martyrs, Imam Husain, with great respect and honor. On this occasion, the believers gathered in great numbers in such honorary gatherings and remembered the deaths of the Holy Prophet (PBUH) and his family members. Today, the whole country of Iran is mourning the great sacrifice of the martyrdom of the Prophet's grandson, Imam Hussain in the battle field of Karbala. The believers are remembering this unmatched sacrifice and attending such large honorary gatherings in its honor.	According to Mahar news agency,in all small and big cities including Tehran, the capital of Iran, people mourned the sacrifice of Hazrat Imam Husain (Peace be upon him), the leader of martyrs. Huge crowds attended the mourning processions and meetings. Due respects and condolence were given to the Ahlu Baith (the Prophet's (PBUH) inheritors).The whole Iran observed with great sorrow and lamentation the supreme martyrdom in the Karbala battleground of the Prophet's grandson, Imam Hazrat Husain (PBUH).The true believers cherished the memory of the unique sacrifice of Hazrat Imam Husain in Karbala. Large crowds attended the condolence meetings and processions.	Mehr News Agency reported that in all major and minor cities including Tehran, the capital city of Iran, the mourning of Syed-us-Shohadaa Hazrat Imam Hussain (AS) was observed with veneration and devotion. A large number of believers attended these mourning gatherings and processions, paying their condolences to The Prophet (S) on the martyrdom of his family members. Today the whole of Iran is grieved and sorrowful on the great sacrifice of the Prophet’s Grandson Hazrat Imam Hussain (AS) in the field of Karbala. The believers recollected the great sacrifice of Syed-us-Shohadaa Hazrat Imam Hussain (AS) in the field of Karbala and took part in gatherings and processions on a large scale.	623.675	630.813	0.629401095229	632.244	630.759	0.626164874552	1208.17	1208.52	0.654291094969	1058.16	1052.33	0.664494107284
mhr_urd_20090111.0010__1	غزہ عجلین علاقہ سے اسرائیلی فوجیوں کی پسپائی // فلسطینی مجاہدین کی بے مثال استقامت	the defeat of Israelian from ghaza Ajlin area//Exampleless straightness of freedom fighters sf Falastin	Retreat of Israeli soldiers from Ajleen province of Gaza, unmatched forbearance of Palestinian soldiers.	Israeli troops' retreat from Gaza Corridor. Stern defense put up by Palestine fighters.	Gaza, Israeli soldiers area of the Mujahideen repulse // Palestinian example of fidelity	300.387	300.162	0.734375	127.105	126.616	0.653921568627	65.7472	66.2065	0.689338235294	91.0804	92.3102	0.658088235294
mhr_urd_20090111.0010__2	مہر خبررساں ایجنسی کی اردو سروس کے مطابق غزہ میں حق وباطل کے معرکہ کے سولہویں دن بھی اسرائيل کی طرف سے شہری آبادی پروحشیانہ بمباری جاری رہی ، غزہ پر اسرائیل کے فضائی ، زمینی اور بحری حملوں میں اب تک 880 افراد شہید اور 3700 فلسطینی زخمی ہوگئے ہیں	According to urdu service of an expert news reporter agency, the cruel bombing was continued on citizen area by Israel in the fight between right and wrong.There are 880 Falastini persons have been murdered and 3700 injured in Israel attacks air,earth and sea.	According to the Urdu service of Mehr news agency, even on the 16th day of the fight between truth and falsehood in Gaza, there was beastly bombing by the Israel on the city population of Gaza, by the use of air, land and naval attacks, due to which 880 people have died so far.	According to Mahar news reports of Urdu service,even on the 16th day of the battle between good and evil, the Israeli troops showered bombs on the city dwellers. 880 people have so far martyred in the land-sky-sea attack of the Israeli troops and 3700 Palestines have been severely injured.	The Mehr news agency, according to the Urdu service in Gaza وباطل right of the battle of the Chinese nature day by Israel پروحشیانہ City population bombing, the Gaza Strip by Israeli air, ground and naval attacks in the 3700 880 people were killed and Palestinians have been injured.	323.287	324.544	0.601816911251	203.692	205.43	0.604873500763	361.188	363.02	0.567335707868	303.132	304.036	0.57216553288
mhr_urd_20090111.0010__3	شہداء میں 275 معصوم بجے بھی شامل ہیں جو عرب رہنماؤں کی غداری اور بین الاقوامی انسانی حقوق کی نام نہاد تنظیموں پر مسکراتے ہوئے موت کی آغوش میں سوگئے ہیں۔	In shuhada 275 innocent children contain also which dead smiling at faithlessness of Arab leaders and only named organization which are international human rights organizations.	Among the martyred are 275 innocent children, who have slept in the lap of death, smiling at the deception of the leaders of Arab countries and of so called human rights organisations.	The martyrs include 275 innocent children. They embraced death smiling at the faces of deceitful Arab leaders and the organizations pretending to be working for international human rights.	In at 275 innocent martyrs also included the Arab leaders and the doors of the international human rights organizations so-called on the death, in the fold.	200.738	201.62	0.516666666667	96.4362	95.882	0.680860805861	131.848	132.735	0.529532967033	111.301	112.824	0.580586080586
mhr_urd_20090111.0010__4	آج غزہ کے کفن بردوش مجاہدوں نے عجین علاقہ سے اسرائیلی فوجیوں کو پسپا ہونے پر مجبور کردیا اور ایمان و شہادت کی طاقت کے سہارے شاندار پائداری و استقامت کا مظاہرہ کررہے ہیں اور صہیونی دشمن پر قافیہ حیات کو تنگ کررہے ہیں	Today the having grave clothes freedom fighters forced the Israelian forces to go back from the area of Ajeen and showing the glorious straightness with the power of the faith and shahadat and making the life close on non Muslims.	Today, the always ready to die, Mujahids of Ajeen province have defeated the Israeli army, with the power of faith and martyrdom, and a show of amazing forbearance and steadfastness, tightening the collar of life, around the necks of the Zionist enemies.	The Israeli troops were forced to leave Ujain in Gaza today because of the strong resistance of the masked Palestine soldiers. They exhibited magnificent defense with the help of their strong faith and desire for sacrifice. They engage in a do or die battle against the Zionist enemies.	Gaza today, the shrouds massacre of Israeli troops pulled the forced the martyrdom, faith and the power of 44 Grand stand and are demonstrate the enemy and Israeli assonance Hayat are so	266.538	267.589	0.654461784714	318.36	317.43	0.724354375897	229.542	226.757	0.798754867801	255.037	256.093	0.617080978733
